Index,Numero generado
1,45
2,31
3,34
4,45
5,36
6,37
7,40
8,38
9,34
10,37
11,37
12,40
13,33
14,45
15,34
16,41
17,50
18,54
19,37
20,42
21,35
22,32
23,42
24,47
25,44
26,37
27,44
28,42
29,44
30,49
31,40
32,36
33,38
34,37
35,41
36,36
37,29
38,30
39,39
40,43
41,32
42,36
43,40
44,39
45,47
46,27
47,46
48,44
49,38
50,41
51,31
52,39
53,49
54,41
55,42
56,41
57,40
58,27
59,35
60,48
61,36
62,26
63,43
64,29
65,49
66,52
67,39
68,44
69,37
70,23
71,34
72,50
73,40
74,41
75,41
76,40
77,38
78,44
79,29
80,35
81,42
82,54
83,39
84,38
85,39
86,35
87,34
88,43
89,39
90,43
91,38
92,37
93,45
94,33
95,41
96,52
97,31
98,38
99,51
100,39
101,55
102,40
103,39
104,34
105,27
106,43
107,34
108,47
109,29
110,35
111,56
112,30
113,37
114,43
115,47
116,43
117,38
118,38
119,43
120,37
121,36
122,36
123,27
124,36
125,45
126,38
127,36
128,34
129,36
130,37
131,40
132,45
133,36
134,37
135,35
136,44
137,43
138,50
139,25
140,40
141,36
142,39
143,50
144,32
145,57
146,31
147,31
148,44
149,49
150,30
151,35
152,33
153,41
154,48
155,26
156,39
157,33
158,33
159,34
160,44
161,35
162,43
163,40
164,47
165,50
166,47
167,36
168,25
169,39
170,34
171,36
172,36
173,30
174,35
175,36
176,53
177,41
178,30
179,37
180,42
181,32
182,40
183,32
184,43
185,37
186,46
187,51
188,49
189,43
190,32
191,38
192,41
193,52
194,36
195,41
196,54
197,30
198,42
199,32
200,38
201,41
202,46
203,27
204,38
205,48
206,54
207,48
208,43
209,37
210,26
211,42
212,35
213,37
214,32
215,31
216,41
217,38
218,44
219,51
220,42
221,47
222,33
223,35
224,46
225,44
226,33
227,44
228,36
229,42
230,29
231,41
232,45
233,37
234,32
235,35
236,39
237,37
238,43
239,50
240,39
241,28
242,29
243,36
244,52
245,46
246,38
247,42
248,41
249,37
250,31
251,38
252,36
253,43
254,43
255,41
256,39
257,40
258,56
259,38
260,30
261,31
262,40
263,50
264,41
265,25
266,30
267,39
268,35
269,45
270,39
271,48
272,40
273,28
274,37
275,32
276,41
277,47
278,38
279,50
280,41
281,47
282,29
283,41
284,34
285,48
286,48
287,44
288,36
289,33
290,35
291,37
292,49
293,36
294,48
295,30
296,40
297,51
298,34
299,32
300,33
301,48
302,43
303,45
304,34
305,30
306,41
307,48
308,32
309,54
310,41
311,37
312,31
313,56
314,48
315,46
316,58
317,42
318,31
319,38
320,39
321,38
322,44
323,45
324,51
325,38
326,43
327,51
328,42
329,45
330,33
331,47
332,41
333,40
334,43
335,40
336,37
337,52
