Index,Numero generado
1,38
2,43
3,45
4,35
5,46
6,34
7,41
8,42
9,38
10,33
11,48
12,44
13,31
14,35
15,37
16,36
17,36
18,59
19,38
20,33
21,27
22,45
23,36
24,34
25,37
26,39
27,43
28,41
29,35
30,36
31,38
32,41
33,54
34,45
35,45
36,26
37,41
38,37
39,38
40,47
41,45
42,34
43,37
44,45
45,25
46,36
47,40
48,39
49,38
50,39
51,42
52,46
53,42
54,35
55,39
56,35
57,50
58,43
59,30
60,49
61,37
62,45
63,27
64,35
65,42
66,30
67,42
68,40
69,39
70,27
71,33
72,61
73,37
74,43
75,33
76,35
77,45
78,47
79,42
80,35
81,34
82,41
83,34
84,30
85,31
86,41
87,33
88,46
89,51
90,32
91,29
92,32
93,38
94,31
95,36
96,50
97,32
98,43
99,49
100,44
101,60
102,41
103,49
104,51
105,32
106,54
107,32
108,45
109,56
110,37
111,45
112,39
113,35
114,46
115,43
116,48
117,40
118,40
119,49
120,36
121,37
122,37
123,46
124,40
125,33
126,51
127,41
128,35
129,44
130,34
131,33
132,29
133,37
134,47
135,34
136,41
137,39
138,29
139,28
140,42
141,41
142,45
143,41
144,32
145,37
146,37
147,49
148,42
149,35
150,43
151,50
152,38
153,50
154,32
155,45
156,37
157,38
158,42
159,44
160,40
161,47
162,27
163,40
164,40
165,44
166,28
167,29
168,48
169,33
170,42
171,33
172,35
173,37
174,40
175,40
176,47
177,48
178,44
179,38
180,54
181,22
182,43
183,46
184,51
185,43
186,40
187,32
188,47
189,47
190,33
191,39
192,33
193,34
194,38
195,36
196,41
197,37
198,41
199,49
200,33
201,38
202,38
203,33
204,39
205,52
206,50
207,29
208,34
209,46
210,46
211,46
212,36
213,45
214,37
215,36
216,38
217,39
218,48
219,27
220,41
221,36
222,47
223,41
224,39
225,45
226,35
227,37
228,39
229,39
230,42
231,38
232,37
233,37
234,36
235,34
236,41
237,32
238,43
239,49
240,32
241,41
242,32
243,34
244,42
245,39
246,39
247,42
248,34
249,48
250,50
251,39
252,36
253,37
254,41
255,42
256,39
257,45
258,45
259,42
260,39
261,42
262,38
263,48
264,37
265,45
266,42
267,38
268,42
269,29
270,48
271,35
272,42
273,41
274,30
275,45
276,37
277,40
278,40
279,41
280,42
281,32
282,39
283,30
284,39
285,35
286,35
287,36
288,42
289,51
290,40
291,35
292,49
293,42
294,38
295,45
296,38
297,45
298,28
299,47
300,35
301,32
302,47
303,44
304,37
305,29
306,37
307,32
308,39
309,39
310,43
311,42
312,24
313,45
314,28
315,42
316,38
317,47
318,42
319,31
320,44
321,36
322,35
323,36
324,33
325,46
326,36
327,37
328,40
329,41
330,47
331,47
332,37
333,47
334,38
335,40
336,41
337,34
338,46
339,32
340,49
341,45
342,40
343,43
344,29
345,45
346,45
347,44
348,40
349,40
350,45
351,42
352,38
353,44
354,50
355,43
356,35
357,37
358,37
359,41
360,49
361,57
362,29
363,44
364,38
365,38
366,32
367,28
368,41
369,39
370,36
371,40
372,36
373,48
374,41
375,43
376,51
377,39
378,34
379,43
380,51
381,39
382,41
383,41
384,36
385,27
386,36
387,39
388,36
389,36
390,35
391,40
392,43
393,47
394,52
395,35
396,34
397,29
398,34
399,47
400,47
401,38
402,28
403,42
404,35
405,36
406,47
407,45
408,38
409,39
410,32
411,41
412,31
413,37
414,38
415,38
416,29
417,50
418,47
419,40
420,48
421,43
422,50
423,33
424,45
425,38
426,35
427,50
428,45
429,39
430,41
431,33
432,44
433,37
434,47
